preferredLabel	conceptUri	skillType	altLabels	hiddenLabels	description
aerodynamik	http://data.europa.eu/esco/skill/80466be3-825a-456a-94ec-9c83c0007f0c	knowledge			Det videnskabelige område, der beskæftiger sig med den måde, hvorpå gasser interagerer med legemer i bevægelse. Da vi normalt beskæftiger os med atmosfærisk luft, er aerodynamik primært rettet mod luftmodstand og løftekraft, som skyldes, at luften passerer over og rundt om faste legemer.
planlægge flytninger af rigge	http://data.europa.eu/esco/skill/804b7c6b-c5af-45d4-97ac-235a89234a54	skill/competence			Ansvarlig for planlægning og organisering af flytninger af rigge; fastlægge alternative ruter til undgåelse af forhindringer og blokerede veje.
mammalogi	http://data.europa.eu/esco/skill/804ba625-e9c8-4853-a44b-9f3801a782bb	knowledge			Fagområde inden for zoologien, der vedrører studiet af pattedyr.
bestille blomsterprodukter	http://data.europa.eu/esco/skill/805b73ff-4a51-4ed1-bebc-6fe6b1741a26	skill/competence			Kommunikere med engrosleverandører og bestille blomster, planter, gødningsstoffer og frø.
forvalte onlinespil	http://data.europa.eu/esco/skill/805e4fac-5325-42a2-a9e7-c6c777185a05	skill/competence			Oprette, koordinere og forvalte onlinespilleaktiviteter. Overvåge begivenhederne på spilwebstedet og sikre, at kundeserviceprocedurerne gennemføres som planlagt. Koordinere det tekniske personale for at vedligeholde spilsoftwaren og planlægge operationer til sikring af overskud.
rapportere aflæsninger af forsyningsmålere	http://data.europa.eu/esco/skill/806557a0-49e6-4a06-9398-51cbf72f7a4c	skill/competence			Rapportere resultaterne af aflæsninger af forsyningsmålere til de selskaber, der leverer forsyninger, og til de kunder, som resultaterne er taget fra.
styre dampflow	http://data.europa.eu/esco/skill/8065d59b-82da-48a8-8071-a07471bf6635	skill/competence			Sende damp gennem rør eller brændstof til ovn for at opvarme tørremaskinen.
udvælge videoshots	http://data.europa.eu/esco/skill/8070c968-5a62-4fbf-8881-b4cd1fc36190	skill/competence			Udvælge det mest effektive billede af en scene med hensyn til drama, historierelevans eller kontinuitet.
høste morbærblade	http://data.europa.eu/esco/skill/80717e6c-03ee-47bc-a2de-cca28873d495	skill/competence			Afklippe og opsamle bladene fra morbærtræet, hvor silkeorme lever og yngler.
håndtere alvorlige hændelser	http://data.europa.eu/esco/skill/8071881c-d652-46e7-9cf4-e06a7f1e57c7	skill/competence			Tage øjeblikkelige skridt til at reagere på alvorlige hændelser, der påvirker enkeltpersoners sikkerhed på private eller offentlige steder, såsom trafikulykker.
promovere dine skriverier	http://data.europa.eu/esco/skill/807b974a-3901-49c4-87ef-86c3edaba222	skill/competence			Tale om dine værker ved arrangementer og gennemføre oplæsninger, holde taler og signere bøger; etablere et netværk med andre forfattere.
analysere data til luftfartspublikationer	http://data.europa.eu/esco/skill/807d89b5-3557-4259-8e2c-1b374d497fe8	skill/competence			Indsamle, redigere og vigtigst af alt analysere data modtaget fra civile luftfartsmyndigheder og relaterede tjenester. Analysere dataene med henblik på at forberede de ændringer, der indgår i luftfartspublikationer.
cybersikkerhed	http://data.europa.eu/esco/skill/8088750d-8388-4170-a76f-48354c469c44	knowledge			Metoder, der beskytter IKT-systemer, netværk, computere, udstyr, tjenester, digital information og personer mod ulovlig eller uautoriseret anvendelse.
foretage kiropraktisk diagnosticering	http://data.europa.eu/esco/skill/80892692-0400-4f82-8023-00574ecf1b16	skill/competence			Stille en korrekt arbejdsdiagnose/differentialdiagnose og en egentlig tværfaglig eller kiropraktik/håndteringsplan ved at gennemføre en grundig samtale med patienter for at identificere fysiske problemer og vanskeligheder som følge af sygdom, tilskadekomst, invaliditet eller aldring og ved at foretage en korrekt/specifik fysisk undersøgelse, neurologisk undersøgelse og en ortopædisk undersøgelse.
udføre hurtig frisureskift	http://data.europa.eu/esco/skill/808d259b-acce-4ca5-8169-97bb1790f346	skill/competence			Hurtigt ændre en kunstners frisure under en forestilling.
føre fortegnelser over telefonopkald	http://data.europa.eu/esco/skill/8096627b-c5a5-4235-b1ee-eca8be976eb2	skill/competence			Holde styr på telefonopkald. Registrere den opkaldende parts personoplysninger, opkaldets indhold og andre metadata i overensstemmelse med virksomhedens politikker og retlige bestemmelser.
arbejde med form og rum	http://data.europa.eu/esco/skill/80967a8e-0477-4c5e-8550-4af6e5157626	skill/competence			Manipulere, organisere og fortolke rumlig information.
udføre risikostyring i forbindelse med jernbanedrift	http://data.europa.eu/esco/skill/80a8eafd-8827-4e63-93f5-8ab91550a75d	skill/competence			Identificere risikofaktorer i forhold til forskellige områder af jernbanedrift; udvikle gyldige strategier til at reducere disse risici.
styre kommercielle risici	http://data.europa.eu/esco/skill/80ae18bf-f3a4-4f83-b372-7c5c9d686865	skill/competence			Analysere og evaluere kommercielle risici og udvikle passende strategier til løsning af disse risici.
arkitektonisk design	http://data.europa.eu/esco/skill/80c042de-bc1a-4d78-b266-35bc80ba3093	knowledge			Den gren af arkitekturen, der stræber efter balance og harmoni i elementerne i et bygge- og arkitekturprojekt.
skrive vers til lykønskningskort	http://data.europa.eu/esco/skill/80c2dbaa-806e-412c-95ec-074b3294ac61	skill/competence			Skrive vers og følelser til lykønskningskort.
oprette dyrefortegnelser	http://data.europa.eu/esco/skill/80c4d5a3-fe4a-4f6f-9bb0-1f6605f98d43	skill/competence			Oprette dyrefortegnelser i overensstemmelse med brancherelevante oplysninger og ved anvendelse af passende registreringssystemer.
anvende sikre arbejdsmetoder i veterinærmiljø	http://data.europa.eu/esco/skill/80cf2345-7fd8-4535-8e8d-0279771a03cf	skill/competence			Anvende sikre arbejdsmetoder i veterinærmiljø for at identificere farer og risici i forbindelse hermed med henblik på at forebygge uheld eller hændelser. Dette omfatter skader forårsaget af dyr, zoonotiske sygdomme, kemikalier, udstyr og arbejdsmiljøer.
sy gardiner	http://data.europa.eu/esco/skill/80cf93a8-4436-4c89-aa4d-14086536ae81	skill/competence			Sy gardiner med hensyntagen til stoffernes dimensioner og bestræbelse på at opnå lige sømme. Kombinere god koordinering mellem hånd og øjne, manuel fingerfærdighed og fysisk og mental udholdenhed.
finde fejl på råhuder	http://data.europa.eu/esco/skill/80d3b9f6-2d66-4f16-b05c-af8ac6f0e9c9	skill/competence			"Analysere, identificere og evaluere mulige fejl på rå huder/skind. Defekter kan være naturlige (f.eks. skader forårsaget af parasitter) forårsaget af dårlig praksis på bedriften, under transport, på slagteriet (f.eks. forkert flåning, mangler inden slagtning, forkert konservering) eller forårsaget under fremstillingsprocessen. Klassificeringen af huder og skind og opdelingen heraf i ""sortimenter"" er baseret på arten, omfanget og placeringen af fejl. Udvælgelsen er afgørende for, hvilken type forarbejdning der kan blive tale om, og dermed artikeltypen."
holde styr på træelementer	http://data.europa.eu/esco/skill/80e257a9-5725-4faf-ba94-d1675ccc878d	skill/competence			Bestille træelementer til anvendelse til et arbejdsemne på en logisk måde. Klart at identificere elementerne, og hvordan de vil blive samlet, idet der anvendes symboler tegnet på træet eller et andet system.
koordinere catering	http://data.europa.eu/esco/skill/80e7418e-7434-456c-85e1-e8aef626a8c0	skill/competence			Kontakte cateringfirmaer og forespørge hos forskellige leverandører for at finde den bedst egnede cateringvirksomhed til arrangementet. Arrangere og aftale kontrakter med cateringvirksomheder om levering af tjenesteydelsen.
synkronisere lyd med billeder	http://data.europa.eu/esco/skill/80e961f6-1482-4a28-9810-941b8aea1e86	skill/competence			Synkronisere optaget lyd med filmoptagelser.
koordinere gennemførelsen af en forestilling	http://data.europa.eu/esco/skill/80e9d91c-3d36-4816-ab23-51054ab90d44	skill/competence			Koordinere alle handlinger og aktiviteter under en forestilling for at sikre et sammenhængende og kunstnerisk sundt resultat, der er tro mod det kunstneriske projekt.
forberede frugt og grønt til drinks	http://data.europa.eu/esco/skill/80ec44cc-372a-4dc6-ab36-7ffdbf3bfc4e	skill/competence	"klaregøre pynt til drinks
forberede frugt og grønt til cocktails
forberede pynt til drinks
forberede cocktailpynt
skære frugt og grønt til drinks
forberede pynt til alkoholiske og ikke-alkoholiske drinks
tilberede frugt og grønt til drinks"		Rense og skære frugt og grønt til at pynte et bredt udvalg af alkoholholdige og alkoholfrie drikkevarer.
organisere kostumer	http://data.europa.eu/esco/skill/80ec5fa3-15dd-47a9-9f00-4e4119367d67	skill/competence	"være ansvarlig for kostumer
være kostumeansvarlig"		Tilrettelægge og styre kostumer.
kommunikere med målgruppe	http://data.europa.eu/esco/skill/80f308e6-0e09-404a-80cd-ec5f50f6f304	skill/competence			Identificere og implementere de bedste kommunikationskanaler for det lokalsamfund, du vil arbejde sammen med.
samle mønsterdele	http://data.europa.eu/esco/skill/80fc1557-e668-4262-b6c3-e4ee9114075d	skill/competence			Samle forskellige dele af et mønster beregnet til støbning, ved hjælp af flere redskaber og udstyr, såsom bolte, skruer, nitter, lim med flere.
udarbejde sundhedsdokumentation	http://data.europa.eu/esco/skill/80fd3515-01bf-44ac-aa49-41e865296277	skill/competence			Udarbejde sundhedsdokumenter til forsendelse af fisk, bløddyr, skaldyr eller andre.
overvåge proces for blanchering af mandler	http://data.europa.eu/esco/skill/80fea9aa-e2a3-42d5-935f-e5f47bc452b9	skill/competence			Overvåge mandler, efterhånden som de kommer ud af blancheringsmaskinen, og foretage justeringer af maskinen for at sikre, at skindene fjernes på passende måde.
proteser	http://data.europa.eu/esco/skill/80ffa169-a3ff-47a8-9be1-7731ba543739	knowledge			Forskellige kunstige erstatninger for kropsdele og lemmer, som er gået tabt under et traume, en sygdom eller en ulykke.
udvikle videnskabelige teorier	http://data.europa.eu/esco/skill/810134a4-3c40-4140-b8ca-6d6e8d0dc0f1	skill/competence			Formulere videnskabelige teorier baseret på empiriske observationer, indsamlede data og andre videnskabsfolks teorier.
koordinere kontroller før forestillinger	http://data.europa.eu/esco/skill/81079e09-228b-4476-9bc4-279d7e2152c2	skill/competence			Koordinere den endelige kontrol før en forestilling for at sikre et sikkert og optimalt fungerende miljø, der er fuldt ud klar til at starte showet.
administrere datakommunikationsnet inden for luftfart	http://data.europa.eu/esco/skill/81086bb0-a110-470d-ba5a-2c68fc535407	skill/competence			Administrere udvekslingen af digitale data mellem flyveledere og piloter for at muliggøre effektiv luftfart, f.eks. flyvevejsbaseret routing og optimerede landingsprofiler. Støtte flyvesikkerhedskommando-, -kontrol- og -informationstjenester ved at levere dataforbindelser. Levere automatisk generering, transmission og routing af kommunikation på jorden.
arrangere lyspanel	http://data.europa.eu/esco/skill/8108e0ae-98f0-494c-9199-ec3bee50446a	skill/competence			Installere, forbinde og afprøve lyspanel i et miljø med liveoptræden.
administrere hittegods	http://data.europa.eu/esco/skill/810b7858-fb19-4c61-b05a-7cd04bb61336	skill/competence			Sørge for, at alle mistede genstande identificeres, og at ejerne får dem tilbage.
lingvistik	http://data.europa.eu/esco/skill/810df100-e85a-4c13-b619-34030a75ecc2	knowledge			Det videnskabelige studie af sproget og dets tre aspekter, sprogform, sprogbetydning og sprog i kontekst.
erstatning til ofre for kriminalitet	http://data.europa.eu/esco/skill/81111f18-b0a1-40c8-9934-ad5ed44d5427	knowledge			Et sæt retlige krav, i henhold til hvilke et offer for en forbrydelse kan opnå erstatning i form af at forfølge et krav mod gerningsmanden eller opnå erstatning fra staten.
registrere kunstneres mål	http://data.europa.eu/esco/skill/8111a55c-9939-452f-8c8b-f51c3f8ab6ee	skill/competence			Registrere udøvende kunstneres mål og størrelser til beklædningsformål.
forstå talt koreansk	http://data.europa.eu/esco/skill/81192ed1-cabc-48c5-bbc3-9ff06d3f2958	skill/competence			Forstå mundtligt udtrykt koreansk.
forhandle ansættelsesaftaler	http://data.europa.eu/esco/skill/811acf0c-4dd7-4dda-a4fa-7ca498a95204	skill/competence			Finde frem til aftaler mellem arbejdsgivere og potentielle medarbejdere om løn, arbejdsvilkår og ikkevedtægtsmæssige ydelser.
finansiel kapacitet	http://data.europa.eu/esco/skill/811bdb9d-5bf7-4b5a-a3f5-4fc2002f6d57	knowledge			Finansielle transaktioner såsom beregninger, omkostningsoverslag, budgetstyring under hensyntagen til relevante kommercielle og statistiske data, som f.eks. data for materialer, forsyninger og arbejdskraft.
gødningsprodukter	http://data.europa.eu/esco/skill/811ed6d8-701a-4da9-a28b-e2c8a9490210	knowledge			Kemiske egenskaber ved gødninger samt skadelige virkninger for mennesker og miljø.
primitiv teknologi	http://data.europa.eu/esco/skill/811f3583-3956-477e-b4c8-e8c53eb44cc3	knowledge			Teknologi, der er skabt eller fremstillet af naturlige elementer, der bidrager til overlevelse i naturområder såsom kunsthåndværk, overlevelsesredskaber og våben.
identificere de optrædendes behov	http://data.europa.eu/esco/skill/8123b24e-3cbb-4853-914a-5cff9c1237f0	skill/competence			Identificere den optrædendes behov i betragtning af den enkelte optrædendes styrker og svagheder og de specifikke behov for hver enkelt rolle eller del. Tage hensyn til de optrædendes sundhed og sikkerhed.
holde sig ajour med det politiske landskab	http://data.europa.eu/esco/skill/812590e4-7108-4016-baba-957dcf8213ae	skill/competence			Læse, gennemsøge og analysere den politiske situation i en region som kilde til oplysninger, der skal anvendes til forskellige formål, som f.eks. information, beslutningstagning og forvaltning samt investeringer.
e-tailoring	http://data.europa.eu/esco/skill/812b8819-9b7a-4df9-9c9f-1b60888d0861	knowledge			Den forretningsmodel, der anvender software og tekniske applikationer med henblik på at samle kundeoplysninger om fremstilling af skræddersyede produkter.
anvende procedurer for flådeoperationer	http://data.europa.eu/esco/skill/813cd975-9028-4fac-a15b-cd45838e1723	skill/competence			Anvende de procedurer, der er involveret i flådeoperationer i hjemmebasen eller under missioner om bord, så det sikres, at operationer er i overensstemmelse med flådereglerne.
rense olier	http://data.europa.eu/esco/skill/81434d3a-7ec7-41ec-8bd1-225c71c9b9f3	skill/competence			Rense olier for at reducere den mængde sæbe, der er tilbage i olien efter raffineringen. Opvarme olien til den rette temperatur. derefter tilsætte en vis mængde vaskevand, der blandes i olien ved hjælp af den dynamiske blander. Betjene gennemstrømningsmåleren for varmt vand og den elektropneumatiske måleventil.
indhold af luftdygtighedsdirektiver	http://data.europa.eu/esco/skill/8143d024-c593-49d2-834a-e9e9df1110b8	knowledge			Have indgående kendskab til alle luftdygtighedsdirektiver, der omfatter tjenestebulletiner og lignende dokumenter vedrørende luftfartøjer og udstyr.
undgå efterslæb i modtagelsen af råvarer	http://data.europa.eu/esco/skill/814de1ac-90f5-4e23-9363-a48742e1e721	skill/competence			Undgå efterslæb i forbindelse med indkøb, modtagelse, produktion og bulklastning for at opretholde et flydende modtagelsessted for råvarer.
installere varme i gulve og vægge	http://data.europa.eu/esco/skill/814f3782-62cb-4af8-8b13-98a71c5f60a2	skill/competence			Installere varmekredsløb, ofte solgt som måtter, i gulve og vægge. Fjerne den eksisterende gulv- eller vægbelægning, om nødvendigt. Rulle måtterne og teste dem for kontinuitet. Om nødvendigt fastgøre måtterne til underlaget og forbinde dem med en strømforsyning. Dække kredsløbene med mørtel, gipsplader eller andre egnede materialer.
kontakte kunder	http://data.europa.eu/esco/skill/81513fdf-5ea9-4375-9bc4-67ad959ac5de	skill/competence			Kontakte kunder pr. telefon med henblik på at besvare forespørgsler eller underrette dem om undersøgelsesresultater eller eventuelle planlagte tilpasninger.
udvikle budgetter for kunstneriske projekter	http://data.europa.eu/esco/skill/8157b8e0-433b-4fe6-b520-3fc7377c8d2e	skill/competence			Udvikle budgetter for kunstneriske projekter med henblik på godkendelse og fastsættelse af frister og materialeomkostninger.
behandle træ	http://data.europa.eu/esco/skill/815d1585-1706-4d01-b178-535df35bf403	skill/competence			Påføre forskellige kemikalier på træ for at øge dets naturlige modstandsevne og forebygge nedbrydning.
bruge tekstbehandlingssoftware	http://data.europa.eu/esco/skill/81633a44-f1db-4a01-a940-804c6905e330	skill/competence		"AbiWord
ThinkFree Office
IBM Lotus Word Pro
QuickOffice
Polaris Office
Kingsoft Office Writer
Zoho Writer
LaTeX
LibreOffice Writer
Textilus
WordGraph
Calligra Words
TextEdit
IntelliTalk
Apple Pages
Microsoft Office Word
GNU TeXmacs
Google Docs
WordPad
Atlantis Word Processor"	Bruge EDB-softwareapplikationer med henblik på skabelse, redigering, formatering og trykning af enhver form for skriftligt materiale.
undersøge målgruppen	http://data.europa.eu/esco/skill/81656210-5615-4a69-acb8-5f6bbc9533ae	skill/competence			Matche dine kvalifikationer med din undersøgelse af målgruppens behov.
instrumentering af kraftværk	http://data.europa.eu/esco/skill/81665015-4963-472c-9b5a-f2cf13ae9de0	knowledge			Udstyr og instrumenter til overvågning og kontrol af processer i kraftværker. Dette kræver korrekt drift, kalibrering og regelmæssig vedligeholdelse.
ramme for sikkerhedsledelsessystem	http://data.europa.eu/esco/skill/81672802-5463-4676-87aa-3d0f7d8d4f8e	knowledge			De forskellige typer af indhold i en ramme for et sikkerhedsledelsessystem, der bør omfatte sikkerhedspolitik og -mål, sikkerhedsrisikostyring, sikkerhedssikring og fremme af sikkerhed.
personcentreret pleje	http://data.europa.eu/esco/skill/8168333b-8257-48f6-82c5-6b5128c21ecc	knowledge			Den personcentrerede pleje indebærer, at patienter behandles som ligeværdige partnere i planlægningen og udviklingen af pleje, idet patienterne og deres behov er i centrum for alle beslutninger.
joint ventures	http://data.europa.eu/esco/skill/816cb632-848e-43ee-9be0-d13b685498f8	knowledge			Den juridiske aftale mellem virksomheder, der går sammen om at oprette en midlertidig juridisk enhed, hvor de kan dele viden, teknologi og andre aktiver med henblik på at udvikle nye produkter eller tjenesteydelser, der virker tiltrækkende på markedet. Også om at dele udgifterne og indtægterne i forbindelse med projektet.
montere strækloft	http://data.europa.eu/esco/skill/817aac8a-a0e2-46ad-adef-02338830e052	skill/competence			Fastgøre et strækloft til de installerede profiler. Opvarme rummet til midlertidig forøgelse af materialets strækbarhed. Sørge for at forhindre rynker eller ujævne spændinger.
undersøge passagerbehov	http://data.europa.eu/esco/skill/81824871-4923-4618-85d5-dfd137568c37	skill/competence			Udføre undersøgelser for at identificere og klassificere passagerers behov og ønsker; forøge ikkeluftfartsrelaterede indtægter fra restaurant- og detailhandelstilbud i lufthavnen.
justere skæreegenskaber	http://data.europa.eu/esco/skill/8182e1fc-3933-4c4a-83bf-f77478a29949	skill/competence			Justere snitstørrelser og -dybder for skæreredskaber. Justere højden af arbejdsborde og maskinarme.
installere automationskomponenter	http://data.europa.eu/esco/skill/818c2b89-1335-4443-ada7-e1046862e273	skill/competence			Installere automationskomponenter i henhold til specifikationerne i kredsløbsdiagrammet.
samle linser	http://data.europa.eu/esco/skill/819278a5-96a7-41f6-9a65-171f91b3fe54	skill/competence			Samle de enkelte glaslinser sammen med andre linser ved hjælp af lim.
planlægge læseplan	http://data.europa.eu/esco/skill/8193f6c6-80d5-4542-a316-2b783e3d8ad9	skill/competence			Organisere indhold, form, metoder og teknologier til at videregive studieerfaringer, der opstår i forbindelse med en pædagogisk indsats, og som fører til læringsresultater.
passe malingsblander	http://data.europa.eu/esco/skill/81996247-a420-40df-a8cc-f93bdba97d91	skill/competence			Passe maskiner, der sammenblander laktoner og maling for at opnå maling med de krævede specifikationer.
sende biologiske prøver til laboratorium	http://data.europa.eu/esco/skill/819c55a7-8bc7-423a-9b3b-7adf5a6e6a5b	skill/competence			Videresende indsamlede biologiske prøver til det pågældende laboratorium med overholdelse af strenge procedurer for mærkning og sporing af oplysninger på prøverne.
udvælge lakingredienser	http://data.europa.eu/esco/skill/81a0ab17-190e-4838-a9e7-c895a28c3ddc	skill/competence			Vælge de korrekte typer og mængder af lakingredienser, f.eks. fortyndere og pigmenter, og anbringe dem i møllen.
analysere testdata	http://data.europa.eu/esco/skill/81a2db2c-7e55-44d0-9cd9-74c25147d7cd	skill/competence			Fortolke og analysere de data, der indsamles under testningen, med henblik på at formulere konklusioner, nye indsigter eller løsninger.
vurdere områder med henblik på installation af kraftledninger	http://data.europa.eu/esco/skill/81a51be0-b205-4853-b8a7-3e11aaf2ad64	skill/competence			Vurdere områder for at finde ud af, om det vil være hensigtsmæssigt at installere underjordiske eller luftledninger og kabler samt vurdere områdets energibehov, og hvordan det kan forbindes bedre til nettet.
administrere finansielle ressourcer for køretøjstjenester	http://data.europa.eu/esco/skill/81a66a2f-6286-466f-be26-307c85136d6a	skill/competence			Styre omkostningerne i forbindelse med medarbejdernes lønninger, udstyr til reparation og vedligeholdelse, forsikring, lager, anskaffelse af nye komponenter osv.
miljøtrusler	http://data.europa.eu/esco/skill/81af8698-9873-4b3d-b6d2-8eb275bf170b	knowledge			Truslerne mod miljøet, som vedrører biologiske, kemiske, nukleare, radiologiske og fysiske farer.
IBM InfoSphere Information Server	http://data.europa.eu/esco/skill/81b082fb-9a00-4660-976a-10c985979100	knowledge			Softwareprogrammet IBM InfoSphere Information Server er en platform for integration af oplysninger fra flere applikationer, der oprettes og vedligeholdes af virksomheder, til en ensartet og gennemsigtig datastruktur, der er udviklet af softwarevirksomheden IBM.
klinisk perfusion	http://data.europa.eu/esco/skill/81b63a80-099d-47e3-8582-14703a6c5816	knowledge			Den sundhedsvidenskab, der vedrører den kunstige pumpning af blod og ilt i en persons krop, også kendt som ekstrakorporal cirkulation.
levere genoptræning efter hjerteanfald	http://data.europa.eu/esco/skill/81b6d428-028b-4bf5-89a2-5e5cb4a8c444	skill/competence			Levere tjenester til patienter, der har været udsat for slagtilfælde, og hjælpe dem med at genopnå færdigheder, der går tabt, når en del af hjernen beskadiges.
vurdere socialrådgiverstuderende	http://data.europa.eu/esco/skill/81b7bab6-4662-4002-96ae-605ae26b8cb4	skill/competence			Vurdere en passende evaluering af studerende i socialrådgiverpraktik.
lovgivning vedrørende opførelse af kampscener	http://data.europa.eu/esco/skill/81c19090-1585-42e9-9b8a-ac17bad0319e	knowledge			De juridiske oplysninger og forsikringer, der er nødvendige for at arbejde som kampleder med udøvende kunstnere, idet der tages hensyn til brugen af våben og risikovurdering.
sørge for efterlevelse af forskrifter vedrørende skibsfart	http://data.europa.eu/esco/skill/81c49164-318c-4e95-945a-06ecf64ad111	skill/competence			Sørge for efterlevelse af forskrifter vedrørende skibsfart, regler og politikker; holde laster sikre og fri for skader; garantere sikkerheden for mandskab, der håndterer lasten.
manipulere materialer til medicinsk udstyr	http://data.europa.eu/esco/skill/81c50c62-f78e-4aa1-a252-5a714318c7aa	skill/competence			Manipulere materialer anvendt til fremstilling af medicinsk udstyr, såsom legeringer af metal, rustfrit stål, kompositmaterialer og polymerglas.
biofysik	http://data.europa.eu/esco/skill/81d1da98-f00d-45f0-a908-327b50a631b9	knowledge			Egenskaberne ved biofysik, der spænder over forskellige områder ved hjælp af metoder fra fysik for at kunne studere biologiske elementer.
kerneenergi	http://data.europa.eu/esco/skill/81d274bc-6dbf-4003-bcba-f76478d5d930	knowledge	"kernekraft
atomkraft"		Produktion af elektrisk energi ved brug af atomreaktorer ved at konvertere den energi, der frigøres fra atomkerner i reaktorer, og som genererer varme. Derefter genererer denne varme damp, som kan producere strøm til en dampturbine.
through-hole-teknologi	http://data.europa.eu/esco/skill/81d2eb6a-0db6-4fde-8f99-c9cb3718fcb8	knowledge			Through-hole-teknologi eller THT er en metode til montering af elektroniske komponenter på printplader gennem indsættelse af bly på komponenter i hullerne i printpladen og lodning af komponenterne til pladen. THT-komponenter, der er fastgjort på denne måde, er sædvanligvis større end SMT-komponenter, såsom kondensatorer eller spoler.
sikre personalets sundhed og sikkerhed	http://data.europa.eu/esco/skill/81d47290-6046-44c9-96e0-7d54542072b5	skill/competence			Fremme og opretholde en kultur for sundhed og sikkerhed blandt personalet ved at opretholde politikker og procedurer for beskyttelse af sårbare deltagere og om nødvendigt tage sig af mistanke om eventuelt misbrug.
tilberede blandede drinks	http://data.europa.eu/esco/skill/81d5b408-e805-4788-8dbd-42f22e8fd199	skill/competence	"lave drinks
servere cocktails
blande cocktails
lave blandede drinks
lave cocktails
tilberede cocktails"		Fremstille en række blandede alkoholholdige drikkevarer, som f.eks. cocktails og longdrinks og alkoholfrie drinks, i henhold til opskrifterne.
forstå finansiel forretningsterminologi	http://data.europa.eu/esco/skill/81db5616-3c98-4317-a728-5dae08d44bd4	skill/competence			Forstå betydningen af grundlæggende finansielle begreber og udtryk anvendt i virksomheder og finansielle institutioner eller organisationer.
formidle meddelelser til personer	http://data.europa.eu/esco/skill/81dc035c-921b-4fea-a453-94538e86097c	skill/competence			Modtage, behandle og videregive meddelelser til personer, der kommer fra telefonopkald, faxer, post og e-mails.
lede udviklingen af oplysningsmateriale	http://data.europa.eu/esco/skill/81e812e6-cf9e-4166-9b3c-b0b8492fe354	skill/competence			Udføre, føre tilsyn med eller kontakte agenturer for skabelse, udformning og distribution af informationsmateriale og reklamer.
veje varer	http://data.europa.eu/esco/skill/81eacdc3-5f23-4236-b936-2e578b7e936c	skill/competence			Veje varer, der sælges efter vægt, med henblik på at bestemme prisen.
håndhæve jernbanesikkerhedsforskrifter	http://data.europa.eu/esco/skill/81f03b64-4f82-4bc4-b67d-894ddc97985b	skill/competence			Fremme og håndhæve sikkerhedsprocedurer og EU-forordninger for at sikre, at jernbanesikkerheden opretholdes og løbende forbedres under hensyntagen til udviklingen af europæisk lovgivning.
typer af opbevaringsfaciliteter	http://data.europa.eu/esco/skill/81f53835-1dfe-4819-8bc1-01d9b647add8	knowledge			Forskellige typer af udstyr og faciliteter, der anvendes til at opbevare oplysninger og deres kvalitetskriterier.
ajourføre licenser	http://data.europa.eu/esco/skill/81fad068-0a1b-4311-867f-6cb9a60f785a	skill/competence			Opdatere og vise alle de nødvendige licenser, der kræves af de regulerende myndigheder.
lede pengespil	http://data.europa.eu/esco/skill/81fc558f-aa9c-4f57-89fe-0a4c502c59d9	skill/competence			Være teknisk kompetent til at håndtere alle kasinoets spil; udføre alle handlinger ved spil, herunder administration af borde, åbnings- og lukkeprocedurer og seddeloptælling og være fortrolig med den krævede standard og i overensstemmelse med de krævede bestemmelser.
ATM-systemer	http://data.europa.eu/esco/skill/8203b07a-8097-4383-aff6-603b7df7f0f4	knowledge			De forskellige teknologier, software, hardware og operationer, der anvendes eller kan findes i pengeautomater.
sociologi anvendt i forbindelse med paramedicinsk videnskab	http://data.europa.eu/esco/skill/82068fe6-183e-4396-9996-27d0152d713a	knowledge			Den grundlæggende rolle, som sociologi for ambulancepersonale spiller i udvikling og bevaring af effektive relationer, psykologiske og sociale faktorer, der påvirker en person med hensyn til sundhed og sygdom.
skabe lerfigurer	http://data.europa.eu/esco/skill/820795ff-170b-48a0-93e3-326c4e2db201	skill/competence			Skabe bevægelige figurer af ler med anvendelse af forskellige materialer og processer.
analysere uddannelsessystem	http://data.europa.eu/esco/skill/8215234e-d2eb-45cf-8a1a-c57c2ebef1b7	skill/competence			Analysere forskellige aspekter af skole- og uddannelsessystemet, f.eks. forholdet mellem elevernes kulturelle oprindelse og deres uddannelsesmuligheder, lærlingeprogrammer eller målene for voksenuddannelse, med henblik på at give anbefalinger til undervisere og beslutningstagere.
manøvrere lastbiler	http://data.europa.eu/esco/skill/8215bbba-2f6d-4530-bf41-904d871eaf72	skill/competence			Føre, manøvrere og parkere traktorer, anhængere og lastbiler på veje, om skarpe hjørner og på parkeringspladser.
planlægge oliebrønde	http://data.europa.eu/esco/skill/821c1504-20b0-4e47-9e69-6a565d17151d	skill/competence			Udarbejde tekniske planer og føre tilsyn med de aktiviteter, der er nødvendige for en vellykket boring.
vedligeholde kirkegårdsbøger	http://data.europa.eu/esco/skill/82272427-790d-4fb3-bcfb-aaa81b0a127f	skill/competence			Føre fortegnelser over tildelingen af gravsteder og oplysninger om de personer, der er blevet begravet.
foretage fejlfinding i brændstofsystemer	http://data.europa.eu/esco/skill/822e7177-9868-43b7-a31c-9bea1e8a57ec	skill/competence			Foretage fejlfinding i og reparere brændstofsystemer på landbrugsudstyr.
udvælge metaller til smykker	http://data.europa.eu/esco/skill/823043e5-1158-44f2-81ff-e178ba177efd	skill/competence			Udvælge og købe ædelmetaller og legeringer til brug i smykker
